ZIP|City/Location Name|STATE|County Name|Zip Code Designation
21522|Bittinger|MD|GARRETT|Low Income Area/HPSA
21814|Bivalve|MD|WICOMICO|HPSA
20710|Bladensburg|MD|PRINCE GEORGES|Low Income Area/HPSA
21523|Bloomington|MD|GARRETT|Low Income Area/HPSA
21612|Bozman|MD|TALBOT|Low Income Area/HPSA
20613|Brandywine|MD|PRINCE GEORGES|HPSA
20722|Brentwood|MD|PRINCE GEORGES|Low Income Area/HPSA
21225|Brooklyn|MD|BALTIMORE CITY|Low Income Area/HPSA
20619|California|MD|ST. MARYS|HPSA
21613|Cambridge|MD|DORCHESTER|Low Income Area/HPSA
20743|Capitol Heights|MD|PRINCE GEORGES|HPSA
21719|Cascade|MD|WASHINGTON|Low Income Area
21228|Catonsville|MD|BALTIMORE|HPSA
21617|Centreville|MD|QUEEN ANNES|HPSA
20623|Cheltenham|MD|PRINCE GEORGES|HPSA
21619|Chester|MD|QUEEN ANNES|HPSA
21620|Chestertown|MD|KENT|HPSA
21622|Church Creek|MD|DORCHESTER|HPSA
21623|Church Hill|MD|QUEEN ANNES|HPSA
21624|Claiborne|MD|TALBOT|HPSA
20735|Clinton|MD|PRINCE GEORGES|HPSA
20740|College Park|MD|PRINCE GEORGES|Low Income Area/HPSA
20742|College Park|MD|PRINCE GEORGES|Low Income Area/HPSA
21626|Crapo|MD|DORCHESTER|HPSA
21817|Crisfield|MD|SOMERSET|Low Income Area/HPSA
21628|Crumpton|MD|QUEEN ANNES|HPSA
21502|Cumberland|MD|ALLEGANY|Low Income Area/HPSA
21226|Curtis Bay|MD|BALTIMORE CITY|HPSA
20628|Dameron|MD|ST. MARYS|HPSA
21821|Deal Island|MD|SOMERSET|Low Income Area/HPSA
21875|Delmar|MD|WICOMICO|Low Income Area/HPSA
21629|Denton|MD|CAROLINE|HPSA
20747|District Heights|MD|PRINCE GEORGES|HPSA
21222|Dundalk|MD|BALTIMORE|Low Income Area/HPSA
21631|East New Market|MD|DORCHESTER|HPSA
21601|Easton|MD|TALBOT|HPSA
21822|Eden|MD|WORCESTER|HPSA
21040|Edgewood|MD|HARFORD|Low Income Area
21221|Essex|MD|BALTIMORE|HPSA
21824|Ewell|MD|SOMERSET|Low Income Area/HPSA
21632|Federalsburg|MD|CAROLINE|Low Income Area/HPSA
21634|Fishing Creek|MD|DORCHESTER|HPSA
21530|Flintstone|MD|ALLEGANY|Low Income Area/HPSA
20744|Fort Washington|MD|PRINCE GEORGES|HPSA
21701|Frederick|MD|FREDERICK|HPSA
21703|Frederick|MD|FREDERICK|HPSA
21531|Friendsville|MD|GARRETT|HPSA
21532|Frostburg|MD|ALLEGANY|Low Income Area/HPSA
21826|Fruitland|MD|WICOMICO|HPSA
21829|Girdletree|MD|WORCESTER|HPSA
21636|Goldsboro|MD|CAROLINE|Low Income Area/HPSA
21536|Grantsville|MD|GARRETT|Low Income Area/HPSA
21638|Grasonville|MD|QUEEN ANNES|HPSA
20634|Great Mills|MD|ST. MARYS|HPSA
20770|Greenbelt|MD|PRINCE GEORGES|HPSA
21639|Greensboro|MD|CAROLINE|HPSA
21010|Gunpowder|MD|HARFORD|Low Income Area
21207|Gwynn Oak|MD|BALTIMORE|Low Income Area/HPSA
21740|Hagerstown|MD|WASHINGTON|Low Income Area/HPSA
21742|Hagerstown|MD|WASHINGTON|HPSA
21227|Halethorpe|MD|BALTIMORE|Low Income Area/HPSA
21078|Havre de Grace|MD|HARFORD|HPSA
21830|Hebron|MD|WICOMICO|HPSA
21640|Henderson|MD|CAROLINE|Low Income Area/HPSA
21643|Hurlock|MD|DORCHESTER|HPSA
20782|Hyattsville|MD|PRINCE GEORGES|Low Income Area/HPSA
20783|Hyattsville|MD|PRINCE GEORGES|Low Income Area/HPSA
20784|Hyattsville|MD|PRINCE GEORGES|Low Income Area/HPSA
20781|Hyattsville|MD|PRINCE GEORGES|HPSA
20785|Hyattsville|MD|PRINCE GEORGES|HPSA
21644|Ingleside|MD|QUEEN ANNES|HPSA
21645|Kennedyville|MD|KENT|Low Income Area
21538|Kitzmiller|MD|GARRETT|Low Income Area/HPSA
20706|Lanham|MD|PRINCE GEORGES|HPSA
20653|Lexington Park|MD|ST. MARYS|HPSA
21835|Linkwood|MD|DORCHESTER|HPSA
21766|Little Orleans|MD|ALLEGANY|Low Income Area/HPSA
21539|Lonaconing|MD|ALLEGANY|Low Income Area/HPSA
21540|Luke|MD|ALLEGANY|Low Income Area/HPSA
21648|Madison|MD|DORCHESTER|HPSA
21837|Mardela Springs|MD|WICOMICO|HPSA
21838|Marion Station|MD|SOMERSET|HPSA
21649|Marydel|MD|CAROLINE|Low Income Area/HPSA
21541|MC Henry|MD|GARRETT|HPSA
21647|McDaniel|MD|TALBOT|HPSA
21220|Middle River|MD|BALTIMORE|HPSA
21651|Millington|MD|QUEEN ANNES|HPSA
20712|Mount Rainier|MD|PRINCE GEORGES|Low Income Area/HPSA
21545|Mount Savage|MD|ALLEGANY|HPSA
21840|Nanticoke|MD|WICOMICO|HPSA
21841|Newark|MD|WORCESTER|HPSA
21236|Nottingham|MD|BALTIMORE|HPSA
21550|Oakland|MD|GARRETT|Low Income Area/HPSA
21842|Ocean City|MD|WORCESTER|HPSA
21555|Oldtown|MD|ALLEGANY|Low Income Area/HPSA
21654|Oxford|MD|TALBOT|HPSA
20745|Oxon Hill|MD|PRINCE GEORGES|HPSA
20667|Park Hall|MD|ST. MARYS|HPSA
21849|Parsonsburg|MD|WICOMICO|HPSA
20670|Patuxent River|MD|ST. MARYS|HPSA
21903|Perryville|MD|CECIL|Low Income Area
21208|Pikesville|MD|BALTIMORE|HPSA
21850|Pittsville|MD|WICOMICO|HPSA
21851|Pocomoke City|MD|WORCESTER|Low Income Area/HPSA
21655|Preston|MD|CAROLINE|HPSA
21853|Princess Anne|MD|SOMERSET|Low Income Area/HPSA
21856|Quantico|MD|WICOMICO|HPSA
21657|Queen Anne|MD|QUEEN ANNES|HPSA
21658|Queenstown|MD|QUEEN ANNES|HPSA
21557|Rawlings|MD|ALLEGANY|Low Income Area/HPSA
21659|Rhodesdale|MD|DORCHESTER|Low Income Area/HPSA
20680|Ridge|MD|ST. MARYS|HPSA
21660|Ridgely|MD|CAROLINE|HPSA
20737|Riverdale|MD|PRINCE GEORGES|Low Income Area/HPSA
21661|Rock Hall|MD|KENT|Low Income Area/HPSA
21237|Rosedale|MD|BALTIMORE|HPSA
21662|Royal Oak|MD|TALBOT|HPSA
20684|Saint Inigoes|MD|ST. MARYS|HPSA
21663|Saint Michaels|MD|TALBOT|HPSA
21801|Salisbury|MD|WICOMICO|Low Income Area/HPSA
21804|Salisbury|MD|WICOMICO|Low Income Area/HPSA
20687|Scotland|MD|ST. MARYS|HPSA
21861|Sharptown|MD|WICOMICO|HPSA
21665|Sherwood|MD|TALBOT|HPSA
20903|Silver Spring|MD|MONTGOMERY|Low Income Area/HPSA
21863|Snow Hill|MD|WORCESTER|Low Income Area/HPSA
21219|Sparrows Point|MD|BALTIMORE|HPSA
21666|Stevensville|MD|QUEEN ANNES|HPSA
21667|Still Pond|MD|KENT|Low Income Area
21864|Stockton|MD|WORCESTER|HPSA
21668|Sudlersville|MD|QUEEN ANNES|HPSA
20746|Suitland|MD|PRINCE GEORGES|HPSA
21561|Swanton|MD|GARRETT|Low Income Area/HPSA
20912|Takoma Park|MD|MONTGOMERY|HPSA
21669|Taylors Island|MD|DORCHESTER|HPSA
20748|Temple Hills|MD|PRINCE GEORGES|HPSA
21671|Tilghman|MD|TALBOT|HPSA
21672|Toddville|MD|DORCHESTER|HPSA
21673|Trappe|MD|TALBOT|HPSA
21865|Tyaskin|MD|WICOMICO|HPSA
21866|Tylerton|MD|SOMERSET|Low Income Area/HPSA
20772|Upper Marlboro|MD|PRINCE GEORGES|HPSA
21869|Vienna|MD|DORCHESTER|Low Income Area/HPSA
20601|Waldorf|MD|CHARLES|HPSA
21562|Westernport|MD|ALLEGANY|Low Income Area/HPSA
21871|Westover|MD|SOMERSET|HPSA
21872|Whaleyville|MD|WORCESTER|HPSA
21874|Willards|MD|WICOMICO|HPSA
21675|Wingate|MD|DORCHESTER|HPSA
21676|Wittman|MD|TALBOT|HPSA
21677|Woolford|MD|DORCHESTER|HPSA
21678|Worton|MD|KENT|Low Income Area
21679|Wye Mills|MD|TALBOT|HPSA
04406|Abbot|ME|PISCATAQUIS|Low Income Area/HPSA
04606|Addison|ME|WASHINGTON|Low Income Area/HPSA
04216|Andover|ME|OXFORD|Low Income Area/HPSA
04911|Anson|ME|SOMERSET|Low Income Area
04732|Ashland|ME|AROOSTOOK|Low Income Area
04912|Athens|ME|SOMERSET|Low Income Area
04210|Auburn|ME|ANDROSCOGGIN|Low Income Area
04330|Augusta|ME|KENNEBEC|Low Income Area
04408|Aurora|ME|HANCOCK|Low Income Area
04694|Baileyville|ME|WASHINGTON|Low Income Area
04401|Bangor|ME|PENOBSCOT|Low Income Area
04653|Bass Harbor|ME|HANCOCK|Low Income Area
04530|Bath|ME|SAGADAHOC|Low Income Area
04611|Beals|ME|WASHINGTON|Low Income Area/HPSA
04915|Belfast|ME|WALDO|Low Income Area
04733|Benedicta|ME|AROOSTOOK|Low Income Area
04612|Bernard|ME|HANCOCK|Low Income Area
04217|Bethel|ME|OXFORD|Low Income Area/HPSA
04005|Biddeford|ME|YORK|Low Income Area
04920|Bingham|ME|SOMERSET|Low Income Area/HPSA
04734|Blaine|ME|AROOSTOOK|Low Income Area
04614|Blue Hill|ME|HANCOCK|Low Income Area
04537|Boothbay|ME|LINCOLN|Low Income Area
04410|Bradford|ME|PENOBSCOT|Low Income Area
04735|Bridgewater|ME|AROOSTOOK|Low Income Area
04009|Bridgton|ME|CUMBERLAND|Low Income Area
04616|Brooklin|ME|HANCOCK|Low Income Area
04921|Brooks|ME|WALDO|Low Income Area
04617|Brooksville|ME|HANCOCK|Low Income Area
04413|Brookton|ME|WASHINGTON|Low Income Area/HPSA
04010|Brownfield|ME|OXFORD|Low Income Area
04414|Brownville|ME|PISCATAQUIS|Low Income Area
04219|Bryant Pond|ME|OXFORD|Low Income Area/HPSA
04416|Bucksport|ME|HANCOCK|Low Income Area
04417|Burlington|ME|PENOBSCOT|Low Income Area/HPSA
04922|Burnham|ME|WALDO|Low Income Area
04619|Calais|ME|WASHINGTON|Low Income Area
04923|Cambridge|ME|SOMERSET|Low Income Area
04843|Camden|ME|KNOX|Low Income Area
04924|Canaan|ME|SOMERSET|Low Income Area
04221|Canton|ME|OXFORD|Low Income Area
04107|Cape Elizabeth|ME|CUMBERLAND|HPSA
04925|Caratunk|ME|SOMERSET|Low Income Area/HPSA
04736|Caribou|ME|AROOSTOOK|Low Income Area
04015|Casco|ME|CUMBERLAND|Low Income Area
04421|Castine|ME|HANCOCK|Low Income Area
04422|Charleston|ME|PENOBSCOT|Low Income Area
04622|Cherryfield|ME|WASHINGTON|Low Income Area/HPSA
04019|Cliff Island|ME|CUMBERLAND|Low Income Area/HPSA
04927|Clinton|ME|KENNEBEC|Low Income Area
04623|Columbia Falls|ME|WASHINGTON|Low Income Area/HPSA
04341|Coopers Mills|ME|LINCOLN|Low Income Area
04928|Corinna|ME|PENOBSCOT|Low Income Area
04427|Corinth|ME|PENOBSCOT|Low Income Area
04020|Cornish|ME|YORK|Low Income Area/HPSA
04625|Cranberry Isles|ME|HANCOCK|Low Income Area
04021|Cumberland Center|ME|CUMBERLAND|HPSA
04110|Cumberland Foreside|ME|CUMBERLAND|HPSA
04563|Cushing|ME|KNOX|Low Income Area
04626|Cutler|ME|WASHINGTON|Low Income Area
04543|Damariscotta|ME|LINCOLN|Low Income Area
04424|Danforth|ME|WASHINGTON|Low Income Area/HPSA
04627|Deer Isle|ME|HANCOCK|Low Income Area
04022|Denmark|ME|OXFORD|Low Income Area
04628|Dennysville|ME|WASHINGTON|Low Income Area/HPSA
04929|Detroit|ME|SOMERSET|Low Income Area
04930|Dexter|ME|PENOBSCOT|Low Income Area
04224|Dixfield|ME|OXFORD|Low Income Area/HPSA
04932|Dixmont|ME|PENOBSCOT|Low Income Area
04426|Dover Foxcroft|ME|PISCATAQUIS|Low Income Area/HPSA
04342|Dresden|ME|LINCOLN|Low Income Area
04222|Durham|ME|ANDROSCOGGIN|HPSA
04739|Eagle Lake|ME|AROOSTOOK|Low Income Area/HPSA
04226|East Andover|ME|OXFORD|Low Income Area/HPSA
04024|East Baldwin|ME|CUMBERLAND|HPSA
04544|East Boothbay|ME|LINCOLN|Low Income Area
04630|East Machias|ME|WASHINGTON|Low Income Area/HPSA
04430|East Millinocket|ME|PENOBSCOT|Low Income Area/HPSA
04740|Easton|ME|AROOSTOOK|Low Income Area
04631|Eastport|ME|WASHINGTON|Low Income Area/HPSA
04428|Eddington|ME|PENOBSCOT|Low Income Area
04741|Estcourt Station|ME|AROOSTOOK|Low Income Area
04434|Etna|ME|PENOBSCOT|Low Income Area
04936|Eustis|ME|FRANKLIN|Low Income Area/HPSA
04435|Exeter|ME|PENOBSCOT|Low Income Area
04937|Fairfield|ME|KENNEBEC|Low Income Area
04105|Falmouth|ME|CUMBERLAND|HPSA
04938|Farmington|ME|FRANKLIN|Low Income Area
04742|Fort Fairfield|ME|AROOSTOOK|Low Income Area
04743|Fort Kent|ME|AROOSTOOK|Low Income Area/HPSA
04438|Frankfort|ME|WALDO|Low Income Area
04634|Franklin|ME|HANCOCK|Low Income Area
04941|Freedom|ME|WALDO|Low Income Area
04635|Frenchboro|ME|HANCOCK|Low Income Area
04745|Frenchville|ME|AROOSTOOK|Low Income Area/HPSA
04547|Friendship|ME|KNOX|Low Income Area
04939|Garland|ME|PENOBSCOT|Low Income Area
04038|Gorham|ME|CUMBERLAND|HPSA
04746|Grand Isle|ME|AROOSTOOK|Low Income Area/HPSA
04039|Gray|ME|CUMBERLAND|HPSA
04418|Greenbush|ME|PENOBSCOT|Low Income Area/HPSA
04441|Greenville|ME|PISCATAQUIS|Low Income Area/HPSA
04442|Greenville Junction|ME|PISCATAQUIS|Low Income Area/HPSA
04255|Greenwood|ME|OXFORD|Low Income Area/HPSA
04443|Guilford|ME|PISCATAQUIS|Low Income Area/HPSA
04237|Hanover|ME|OXFORD|Low Income Area/HPSA
04642|Harborside|ME|HANCOCK|Low Income Area
04942|Harmony|ME|SOMERSET|Low Income Area/HPSA
04643|Harrington|ME|WASHINGTON|Low Income Area/HPSA
04040|Harrison|ME|CUMBERLAND|Low Income Area
04943|Hartland|ME|SOMERSET|Low Income Area
04041|Hiram|ME|OXFORD|Low Income Area/HPSA
04730|Houlton|ME|AROOSTOOK|Low Income Area
04448|Howland|ME|PENOBSCOT|Low Income Area/HPSA
04449|Hudson|ME|PENOBSCOT|Low Income Area
04747|Island Falls|ME|AROOSTOOK|Low Income Area
04645|Isle au Haut|ME|KNOX|Low Income Area
04646|Islesford|ME|HANCOCK|Low Income Area
04945|Jackman|ME|SOMERSET|Low Income Area/HPSA
04239|Jay|ME|FRANKLIN|Low Income Area
04348|Jefferson|ME|LINCOLN|Low Income Area
04648|Jonesboro|ME|WASHINGTON|Low Income Area/HPSA
04649|Jonesport|ME|WASHINGTON|Low Income Area/HPSA
04947|Kingfield|ME|FRANKLIN|Low Income Area
04451|Kingman|ME|PENOBSCOT|Low Income Area/HPSA
04453|LaGrange|ME|PENOBSCOT|Low Income Area/HPSA
04454|Lambert Lake|ME|WASHINGTON|Low Income Area/HPSA
04455|Lee|ME|PENOBSCOT|Low Income Area
04240|Lewiston|ME|ANDROSCOGGIN|Low Income Area
04949|Liberty|ME|WALDO|Low Income Area
04048|Limerick|ME|YORK|Low Income Area
04750|Limestone|ME|AROOSTOOK|Low Income Area
04751|Limestone|ME|AROOSTOOK|Low Income Area
04457|Lincoln|ME|PENOBSCOT|Low Income Area/HPSA
04250|Lisbon|ME|ANDROSCOGGIN|Low Income Area
04252|Lisbon Falls|ME|ANDROSCOGGIN|Low Income Area
04650|Little Deer Isle|ME|HANCOCK|Low Income Area
04254|Livermore Falls|ME|ANDROSCOGGIN|Low Income Area
04050|Long Island|ME|CUMBERLAND|Low Income Area/HPSA
04051|Lovell|ME|OXFORD|Low Income Area
04652|Lubec|ME|WASHINGTON|Low Income Area/HPSA
04654|Machias|ME|WASHINGTON|Low Income Area
04655|Machiasport|ME|WASHINGTON|Low Income Area
04756|Madawaska|ME|AROOSTOOK|Low Income Area/HPSA
04950|Madison|ME|SOMERSET|Low Income Area
04757|Mapleton|ME|AROOSTOOK|Low Income Area
04758|Mars Hill|ME|AROOSTOOK|Low Income Area
04851|Matinicus|ME|KNOX|Low Income Area
04459|Mattawamkeag|ME|PENOBSCOT|Low Income Area
04657|Meddybemps|ME|WASHINGTON|Low Income Area
04460|Medway|ME|PENOBSCOT|Low Income Area/HPSA
04257|Mexico|ME|OXFORD|Low Income Area/HPSA
04658|Milbridge|ME|WASHINGTON|Low Income Area/HPSA
04462|Millinocket|ME|PENOBSCOT|Low Income Area/HPSA
04463|Milo|ME|PISCATAQUIS|Low Income Area/HPSA
04259|Monmouth|ME|KENNEBEC|Low Income Area
04951|Monroe|ME|WALDO|Low Income Area
04464|Monson|ME|PISCATAQUIS|Low Income Area/HPSA
04760|Monticello|ME|AROOSTOOK|Low Income Area
04952|Morrill|ME|WALDO|Low Income Area
04761|New Limerick|ME|AROOSTOOK|Low Income Area
04961|New Portland|ME|SOMERSET|Low Income Area/HPSA
04954|New Portland|ME|SOMERSET|Low Income Area
04955|New Sharon|ME|FRANKLIN|Low Income Area
04762|New Sweden|ME|AROOSTOOK|Low Income Area
04956|New Vineyard|ME|FRANKLIN|Low Income Area
04953|Newport|ME|PENOBSCOT|Low Income Area
04261|Newry|ME|OXFORD|Low Income Area/HPSA
04555|Nobleboro|ME|LINCOLN|Low Income Area
04957|Norridgewock|ME|SOMERSET|Low Income Area
04958|North Anson|ME|SOMERSET|Low Income Area/HPSA
04853|North Haven|ME|KNOX|Low Income Area
04265|North Monmouth|ME|KENNEBEC|Low Income Area
04097|North Yarmouth|ME|CUMBERLAND|HPSA
04268|Norway|ME|OXFORD|Low Income Area/HPSA
04763|Oakfield|ME|AROOSTOOK|Low Income Area
04064|Old Orchard Beach|ME|YORK|Low Income Area
04468|Old Town|ME|PENOBSCOT|Low Income Area
04471|Orient|ME|AROOSTOOK|Low Income Area/HPSA
04472|Orland|ME|HANCOCK|Low Income Area
04469|Orono|ME|PENOBSCOT|Low Income Area
04473|Orono|ME|PENOBSCOT|Low Income Area
04764|Oxbow|ME|AROOSTOOK|Low Income Area
04354|Palermo|ME|WALDO|Low Income Area
04965|Palmyra|ME|SOMERSET|Low Income Area
04047|Parsonsfield|ME|YORK|Low Income Area/HPSA
04475|Passadumkeag|ME|PENOBSCOT|Low Income Area/HPSA
04765|Patten|ME|PENOBSCOT|Low Income Area
04108|Peaks Island|ME|CUMBERLAND|Low Income Area/HPSA
04666|Pembroke|ME|WASHINGTON|Low Income Area/HPSA
04476|Penobscot|ME|HANCOCK|Low Income Area
04766|Perham|ME|AROOSTOOK|Low Income Area
04667|Perry|ME|WASHINGTON|Low Income Area/HPSA
04290|Peru|ME|OXFORD|Low Income Area/HPSA
04966|Phillips|ME|FRANKLIN|Low Income Area
04967|Pittsfield|ME|SOMERSET|Low Income Area
04969|Plymouth|ME|PENOBSCOT|Low Income Area
04768|Portage|ME|AROOSTOOK|Low Income Area
04068|Porter|ME|OXFORD|Low Income Area/HPSA
04101|Portland|ME|CUMBERLAND|Low Income Area/HPSA
04102|Portland|ME|CUMBERLAND|Low Income Area/HPSA
04109|Portland|ME|CUMBERLAND|Low Income Area/HPSA
04103|Portland|ME|CUMBERLAND|HPSA
04069|Pownal|ME|CUMBERLAND|HPSA
04769|Presque Isle|ME|AROOSTOOK|Low Income Area
04668|Princeton|ME|WASHINGTON|Low Income Area/HPSA
04970|Rangeley|ME|FRANKLIN|HPSA
04071|Raymond|ME|CUMBERLAND|HPSA
04671|Robbinston|ME|WASHINGTON|Low Income Area
04841|Rockland|ME|KNOX|Low Income Area
04478|Rockwood|ME|SOMERSET|Low Income Area/HPSA
04275|Roxbury|ME|OXFORD|Low Income Area/HPSA
04276|Rumford|ME|OXFORD|Low Income Area/HPSA
04772|Saint Agatha|ME|AROOSTOOK|Low Income Area/HPSA
04971|Saint Albans|ME|SOMERSET|Low Income Area
04773|Saint David|ME|AROOSTOOK|Low Income Area/HPSA
04774|Saint Francis|ME|AROOSTOOK|Low Income Area/HPSA
04073|Sanford|ME|YORK|Low Income Area
04479|Sangerville|ME|PISCATAQUIS|Low Income Area
04673|Sargentville|ME|HANCOCK|Low Income Area
04074|Scarborough|ME|CUMBERLAND|HPSA
04674|Seal Cove|ME|HANCOCK|Low Income Area
04973|Searsmont|ME|WALDO|Low Income Area
04974|Searsport|ME|WALDO|Low Income Area
04029|Sebago|ME|CUMBERLAND|HPSA
04481|Sebec|ME|PISCATAQUIS|Low Income Area
04676|Sedgwick|ME|HANCOCK|Low Income Area
04776|Sherman|ME|AROOSTOOK|Low Income Area
04779|Sinclair|ME|AROOSTOOK|Low Income Area/HPSA
04976|Skowhegan|ME|SOMERSET|Low Income Area
04978|Smithfield|ME|SOMERSET|Low Income Area
04780|Smyrna Mills|ME|AROOSTOOK|Low Income Area
04979|Solon|ME|SOMERSET|Low Income Area/HPSA
04677|Sorrento|ME|HANCOCK|Low Income Area
04568|South Bristol|ME|LINCOLN|Low Income Area
04281|South Paris|ME|OXFORD|Low Income Area
04106|South Portland|ME|CUMBERLAND|HPSA
04679|Southwest Harbor|ME|HANCOCK|Low Income Area
04487|Springfield|ME|PENOBSCOT|Low Income Area/HPSA
04083|Springvale|ME|YORK|Low Income Area
04859|Spruce Head|ME|KNOX|Low Income Area
04777|Stacyville|ME|PENOBSCOT|Low Income Area
04488|Stetson|ME|PENOBSCOT|Low Income Area
04680|Steuben|ME|WASHINGTON|Low Income Area/HPSA
04783|Stockholm|ME|AROOSTOOK|Low Income Area/HPSA
04981|Stockton Springs|ME|WALDO|Low Income Area
04231|Stoneham|ME|OXFORD|Low Income Area/HPSA
04681|Stonington|ME|HANCOCK|Low Income Area
04982|Stratton|ME|FRANKLIN|Low Income Area/HPSA
04983|Strong|ME|FRANKLIN|Low Income Area
04664|Sullivan|ME|HANCOCK|Low Income Area
04292|Sumner|ME|OXFORD|Low Income Area
04683|Sunset|ME|HANCOCK|Low Income Area
04684|Surry|ME|HANCOCK|Low Income Area
04685|Swans Island|ME|HANCOCK|Low Income Area
04984|Temple|ME|FRANKLIN|Low Income Area
04860|Tenants Harbor|ME|KNOX|Low Income Area
04861|Thomaston|ME|KNOX|Low Income Area
04986|Thorndike|ME|WALDO|Low Income Area
04490|Topsfield|ME|WASHINGTON|Low Income Area/HPSA
04571|Trevett|ME|LINCOLN|Low Income Area
04987|Troy|ME|WALDO|Low Income Area
04282|Turner|ME|ANDROSCOGGIN|Low Income Area
04988|Unity|ME|WALDO|Low Income Area
04785|Van Buren|ME|AROOSTOOK|Low Income Area
04491|Vanceboro|ME|WASHINGTON|Low Income Area/HPSA
04863|Vinalhaven|ME|KNOX|Low Income Area
04492|Waite|ME|WASHINGTON|Low Income Area/HPSA
04572|Waldoboro|ME|LINCOLN|Low Income Area
04781|Wallagrass|ME|AROOSTOOK|Low Income Area/HPSA
04573|Walpole|ME|LINCOLN|Low Income Area
04864|Warren|ME|KNOX|Low Income Area
04786|Washburn|ME|AROOSTOOK|Low Income Area
04088|Waterford|ME|OXFORD|Low Income Area/HPSA
04901|Waterville|ME|KENNEBEC|Low Income Area
04285|Weld|ME|FRANKLIN|Low Income Area/HPSA
04091|West Baldwin|ME|CUMBERLAND|HPSA
04493|West Enfield|ME|PENOBSCOT|Low Income Area/HPSA
04985|West Forks|ME|SOMERSET|Low Income Area/HPSA
04289|West Paris|ME|OXFORD|Low Income Area/HPSA
04092|Westbrook|ME|CUMBERLAND|HPSA
04787|Westfield|ME|AROOSTOOK|Low Income Area
04353|Whitefield|ME|LINCOLN|Low Income Area
04691|Whiting|ME|WASHINGTON|Low Income Area/HPSA
04294|Wilton|ME|FRANKLIN|Low Income Area
04062|Windham|ME|CUMBERLAND|HPSA
04363|Windsor|ME|KENNEBEC|Low Income Area
04495|Winn|ME|PENOBSCOT|Low Income Area
04578|Wiscasset|ME|LINCOLN|Low Income Area
04497|Wytopitlock|ME|AROOSTOOK|Low Income Area/HPSA
04096|Yarmouth|ME|CUMBERLAND|HPSA
49301|Ada|MI|KENT|HPSA
49220|Addison|MI|LENAWEE|HPSA
49221|Adrian|MI|LENAWEE|Low Income Area/HPSA
49705|Afton|MI|CHEBOYGAN|Low Income Area/HPSA
48701|Akron|MI|TUSCOLA|Low Income Area/HPSA
49706|Alanson|MI|EMMET|Low Income Area/HPSA
49224|Albion|MI|CALHOUN|Low Income Area/HPSA
49612|Alden|MI|ANTRIM|Low Income Area/HPSA
48610|Alger|MI|ARENAC|Low Income Area/HPSA
48001|Algonac|MI|ST. CLAIR|HPSA
49010|Allegan|MI|ALLEGAN|Low Income Area
49227|Allen|MI|HILLSDALE|Low Income Area
49401|Allendale|MI|OTTAWA|Low Income Area/HPSA
48002|Allenton|MI|ST. CLAIR|HPSA
48801|Alma|MI|GRATIOT|Low Income Area/HPSA
49707|Alpena|MI|ALPENA|Low Income Area/HPSA
49302|Alto|MI|KENT|HPSA
48104|Ann Arbor|MI|WASHTENAW|Low Income Area
48109|Ann Arbor|MI|WASHTENAW|Low Income Area
48401|Applegate|MI|SANILAC|Low Income Area/HPSA
49613|Arcadia|MI|MANISTEE|Low Income Area/HPSA
48806|Ashley|MI|GRATIOT|Low Income Area/HPSA
49011|Athens|MI|CALHOUN|HPSA
49709|Atlanta|MI|MONTMORENCY|Low Income Area/HPSA
49905|Atlantic Mine|MI|HOUGHTON|Low Income Area/HPSA
48412|Attica|MI|LAPEER|HPSA
48703|Au Gres|MI|ARENAC|Low Income Area
49806|Au Train|MI|ALGER|Low Income Area/HPSA
48006|Avoca|MI|ST. CLAIR|HPSA
48413|Bad Axe|MI|HURON|Low Income Area
49303|Bailey|MI|MUSKEGON|Low Income Area
49304|Baldwin|MI|LAKE|Low Income Area/HPSA
49013|Bangor|MI|VAN BUREN|Low Income Area/HPSA
48807|Bannister|MI|GRATIOT|Low Income Area/HPSA
49908|Baraga|MI|BARAGA|Low Income Area
49710|Barbeau|MI|CHIPPEWA|HPSA
49807|Bark River|MI|DELTA|Low Income Area/HPSA
49101|Baroda|MI|BERRIEN|Low Income Area
49305|Barryton|MI|MECOSTA|Low Income Area/HPSA
48705|Barton City|MI|ALCONA|Low Income Area
49014|Battle Creek|MI|CALHOUN|Low Income Area
49017|Battle Creek|MI|CALHOUN|Low Income Area
49037|Battle Creek|MI|CALHOUN|Low Income Area
48706|Bay City|MI|BAY|Low Income Area
48708|Bay City|MI|BAY|Low Income Area
48720|Bay Port|MI|HURON|Low Income Area
49614|Bear Lake|MI|MANISTEE|Low Income Area/HPSA
49782|Beaver Island|MI|CHARLEVOIX|Low Income Area/HPSA
48612|Beaverton|MI|GLADWIN|Low Income Area/HPSA
48809|Belding|MI|IONIA|Low Income Area/HPSA
49615|Bellaire|MI|ANTRIM|Low Income Area/HPSA
49306|Belmont|MI|KENT|HPSA
48613|Bentley|MI|BAY|Low Income Area/HPSA
49022|Benton Harbor|MI|BERRIEN|Low Income Area
49616|Benzonia|MI|BENZIE|Low Income Area/HPSA
49910|Bergland|MI|ONTONAGON|Low Income Area/HPSA
49102|Berrien Center|MI|BERRIEN|Low Income Area
49103|Berrien Springs|MI|BERRIEN|Low Income Area
49104|Berrien Springs|MI|BERRIEN|Low Income Area
49911|Bessemer|MI|GOGEBIC|Low Income Area/HPSA
49617|Beulah|MI|BENZIE|Low Income Area/HPSA
